location,date,crash_count
wynyard_airport,2014-01,30
wynyard_airport,2014-02,39
wynyard_airport,2014-03,35
wynyard_airport,2014-04,33
wynyard_airport,2014-05,33
wynyard_airport,2014-06,31
wynyard_airport,2014-07,25
wynyard_airport,2014-08,30
wynyard_airport,2014-09,24
wynyard_airport,2014-10,24
wynyard_airport,2014-11,32
wynyard_airport,2014-12,27
wynyard_airport,2015-01,31
wynyard_airport,2015-02,34
wynyard_airport,2015-03,39
wynyard_airport,2015-04,28
wynyard_airport,2015-05,34
wynyard_airport,2015-06,35
wynyard_airport,2015-07,24
wynyard_airport,2015-08,31
wynyard_airport,2015-09,24
wynyard_airport,2015-10,36
wynyard_airport,2015-11,36
wynyard_airport,2015-12,31
wynyard_airport,2016-01,25
wynyard_airport,2016-02,35
wynyard_airport,2016-03,33
wynyard_airport,2016-04,35
wynyard_airport,2016-05,27
wynyard_airport,2016-06,32
wynyard_airport,2016-07,23
wynyard_airport,2016-08,32
wynyard_airport,2016-09,29
wynyard_airport,2016-10,49
wynyard_airport,2016-11,27
wynyard_airport,2016-12,42
wynyard_airport,2017-01,29
wynyard_airport,2017-02,26
wynyard_airport,2017-03,41
wynyard_airport,2017-04,28
wynyard_airport,2017-05,26
wynyard_airport,2017-06,31
wynyard_airport,2017-07,38
wynyard_airport,2017-08,18
wynyard_airport,2017-09,24
wynyard_airport,2017-10,35
wynyard_airport,2017-11,26
wynyard_airport,2017-12,39
wynyard_airport,2018-01,39
wynyard_airport,2018-02,41
wynyard_airport,2018-03,32
wynyard_airport,2018-04,28
wynyard_airport,2018-05,34
wynyard_airport,2018-06,35
wynyard_airport,2018-07,30
wynyard_airport,2018-08,30
wynyard_airport,2018-09,35
wynyard_airport,2018-10,20
wynyard_airport,2018-11,33
wynyard_airport,2018-12,30
wynyard_airport,2019-01,30
wynyard_airport,2019-02,38
wynyard_airport,2019-03,34
wynyard_airport,2019-04,29
wynyard_airport,2019-05,37
wynyard_airport,2019-06,36
wynyard_airport,2019-07,39
wynyard_airport,2019-08,23
wynyard_airport,2019-09,34
wynyard_airport,2019-10,31
wynyard_airport,2019-11,35
wynyard_airport,2019-12,36
wynyard_airport,2020-01,25
wynyard_airport,2020-02,32
wynyard_airport,2020-03,37
wynyard_airport,2020-04,14
wynyard_airport,2020-05,21
wynyard_airport,2020-06,40
wynyard_airport,2020-07,35
wynyard_airport,2020-08,36
wynyard_airport,2020-09,28
wynyard_airport,2020-10,25
wynyard_airport,2020-11,21
wynyard_airport,2020-12,12
